Line,"Adult/
Larval",Main annotator,Lab,Quality,Sex difference,VNC only,Brain only,DOI to cite,First author(s) & year,Janelia Robot ID,Cell types,EM Body IDs,Alias,Genotype
VT044849-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT044961-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT045259-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT045401-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT045565-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT045654-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT045997-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT046266-pBPLexA::p65Uw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT046800-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT048348-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT049317-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT049353-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT049367-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT049921-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT050222-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT050247-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT050658-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT050732-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT051800-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT055355-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
VT055715-pBPLexA::GADflUw,Larval-LexA,Marta Zlatic,Zlatic,Larval-NA,NA,Not determined,Not determined,10.1101/198648,,NA,,,NA,NA
